,134340_Pluto_by_Cojum_Dip,2025_by_Bohdi,27_Kids_by_GRMLN,50_Ways_to_Say_Goodbye_by_Train,6_Count_Swing_by_This_Way_To_The_Egress,99_Luftballons_by_Nena,Across_the_Drift_(Riftborn_Theme)_by_Arnaud_Roy,Adeline_by_Fever_Dolls,Allies_or_Enemies_by_The_Crane_Wives,All_Gone_by_Mother_Mother,All_the_King's_Men_by_The_Rigs,Always_by_Gender_Roles,Always_Right_by_Anne_Reburn,Always_Sayin'_by_The_Littlest_Man_Band,Animals_Crying_by_Statues_of_Cats,Animal_by_Sir_Chloe,An_Unhealthy_Obsession_by_The_Blake_Robinson_Synthetic_Orchestra,"Aphrodite,_Your_Electric_Sexiness_by_Human_Zoo",April_to_Death_by_Flower_Face,Arms_Tonite_by_Mother_Mother,A_Thousand_Years_by_Christina_Perri,A_Wistful_Waltz_by_Teddy_Hyde,Babylon_by_Dirt_Poor_Robins,Baby_Boy_by_Hot_Freaks,Bang!_by_AJR,Begin_Again_by_Adam_Melchor,Bernadette_by_Reina_del_Cid,Best_Tears_by_The_Happy_Fits,Better_People_to_Leave_on_Read_by_Emei,Big_Poppa_-_2005_Remaster_by_The_Notorious_B.I.G.,Big_Town_Banky_Blaine's_Rockabilly_BBQ_by_Bear_Ghost,Bird_Song_by_Florence_+_The_Machine,Blame_by_Andy_Leon,Bloodsuckers_by_Johnny_Hollow,Blue_Sky_by_Quail,Boats_&_Birds_by_Gregory_and_the_Hawk,Body_by_Mother_Mother,Breezeblocks_by_alt-J,Bummer_Days_by_Liza_Anne,Burning_Pile_by_Mother_Mother,Burn_It_Down_by_Tauese_Tofa,Bygones_by_Seeing_Double,Can't_Go_Back_by_The_Crane_Wives,Can_You_Keep_Up_by_Blue_Kid,Caroline_by_Crash_Adams,Casita_by_The_Astronomers,Cave_Song_by_Pretty_Vicious,Cellophane_by_Sara_Jackson-Holman,CEO_of_Watching_Television_by_Ellie_Dixon,Chicken_by_Your_Neighbors,City_of_Angels_by_Em_Beihold,Closer_to_You_by_Sammy_Rae_&_The_Friends,CoDA_by_Dead_Poet_Society,Coffee_Baby_by_Nataly_Dawn,Cold_Cold_Cold_by_Cage_The_Elephant,Colors_by_April_Smith_and_the_Great_Picture_Show,Combat_Baby_by_Metric,Comedy_by_Gen_Hoshino,Community_Gardens_by_The_Scary_Jokes,Conversations_by_Marney,Cooler_Than_Me_by_First_to_Eleven,Counting_Stars_by_OneRepublic,Crazy_by_Burn_The_Ballroom,Crazy_by_Gnarls_Barkley,Curses_by_The_Crane_Wives,"Danse_Macabre,_Op._40,_R.171_by_Camille_Saint-SaÃ«ns",Dead_Disco_by_Metric,Dear_God_-_Remastered_2001_by_XTC,Delirium_Tremendous_by_Felix_Hagan_&_the_Family,despair_by_leo.,Devil's_Playground_by_The_Rigs,Devils_Point_by_Wicked_Shallows,didya_think_by_Arlie,Dirty_Imbecile_by_The_Happy_Fits,Distracted_by_Emei,Dogs_by_Magic_Sugar_Coffee,Dog_Named_Dog_by_Louie_Zong,Doing_Really_Well_Thanks_by_Ellie_Bleach,Don't_Call_Me_When_You're_Lonely_by_Fox_Royale,Don't_Stop_by_Gin_Wigmore,Don't_Swerve_by_Annie_DiRusso,Down_in_Virginia_by_Grace_Victoria,Dream_of_Better_Things_by_AlicebanD,Dressed_In_Violets_by_hometown_&_young,Drugs_by_UPSAHL,Eat_You_by_Caravan_of_Thieves,Egg_by_Shoe,Eleanor_Rigby_by_Dirt_Poor_Robins,Evelyn_by_Kim_Tillman,Everyday_Is_Christmas_by_Sia,Experience_by_Ludovico_Einaudi,F.E.A.R._by_Joywave,Falling_Off_by_The_People's_Thieves,Farewell_Kabarista_by_Vagabond_Opera,Farewell_Wanderlust_by_The_Amazing_Devil,Fear_&_Delight_by_The_Correspondents,Feel_Better_by_Penelope_Scott,Femme_Fatale_by_Coyote_Kid,Ferryman_by_Shayfer_James,Fight_for_Me_by_AlicebanD,Fire_With_Fire_by_AlicebanD,Five_Minutes_by_The_Altogether,Flesh_&_Bone_by_Sammy_Rae_&_The_Friends,Follow_Me_Like_the_Moon_by_Sammy_Rae_&_The_Friends,Foothills_by_Spence_Hood,For_Elise_by_Saint_Motel,From_The_Gallows_by_I_DONT_KNOW_HOW_BUT_THEY_FOUND_ME,Funkle_Phil_by_Bear_Ghost,Game_by_Harrison_Fjord,Get_Used_to_It_by_Ricky_Montgomery,Gimme_Sympathy_by_Metric,Girls_and_Their_Bits_by_Shoe,Goat's_Milk_by_Ezra_Bell,Golden_by_Elysewood,Golden_Light_by_STRFKR,good_4_u_by_Olivia_Rodrigo,Good_Gone_Bad_by_Piper_Madison,Good_Life_by_Sammy_Rae_&_The_Friends,Great_Vacation_by_Dirt_Poor_Robins,Green_(Secret_Songbook_Sessions)_by_Ivory_Layne,Green_Grass_by_Ellie_Dixon,Grey_Morning_by_FOXTRAX,Groundhog_Day_by_Em_Beihold,Grow_Up_and_Blow_Away_by_Metric,Hayloft_by_Mother_Mother,Heart-Shaped_Hologram_by_Stephanie_Mabey,Henrietta_by_The_Fratellis,Here_is_a_Heart_by_Jenny_Owen_Youngs,Hey_Ho_by_Gin_Wigmore,Him_&_I_(with_Halsey)_by_G-Eazy,Hold_Onto_My_Fur_by_The_Kiffness,Holocaust_of_Giants_by_Rasputina,Home_by_AlicebanD,Honestly_by_Bantams,Honey_I'm_Home_by_Destroy_Boys,Hustle_Rose_by_Metric,I'll_Rust_With_You_by_Steam_Powered_Giraffe,I'm_Gonna_Win_by_Rob_Cantor,If_It_All_Goes_South_by_Sammy_Rae_&_The_Friends,Infrared_by_Em_Beihold,It's_No_Secret_by_Jukebox_The_Ghost,I_Can't_Decide_by_Scissor_Sisters,I_Do_by_Gin_Wigmore,I_Just_Wanna_Shine_by_Fitz_and_The_Tantrums
Goat's_Milk_by_Ezra_Bell,0.8533306,0.8715599,0.90313894,0.78595746,0.8545797,0.85305625,0.7871165,0.9116327,0.8944877,0.84830344,0.8840604,0.8242694,0.9051068,0.76359767,0.75858253,0.91012496,0.8880937,0.90540457,0.84556293,0.8628928,0.796271,0.8506566,0.82642925,0.91060597,0.90279686,0.85207856,0.9043931,0.9110812,0.90140235,0.826806,0.8469194,0.907637,0.8452663,0.90941983,0.7632336,0.9074263,0.88405675,0.845683,0.9089276,0.81400913,0.8464612,0.86780816,0.7969121,0.89257765,0.8609704,0.91128457,0.9052456,0.8931398,0.83413196,0.8737404,0.88533854,0.84246397,0.8464248,0.8934315,0.76918805,0.9084654,0.87107575,0.813913,0.9093099,0.8699453,0.8347276,0.8123923,0.8543235,0.89800787,0.8463762,0.8149935,0.8691155,0.8639358,0.88307905,0.8840322,0.8746025,0.80898494,0.86745447,0.8214341,0.90904695,0.9083265,0.9085451,0.7999023,0.85152066,0.8840389,0.9028509,0.90599895,0.9031106,0.851664,0.9076294,0.8398747,0.85474026,0.8074206,0.8337083,0.88026375,0.780119,0.9029989,0.82015043,0.7873244,0.77054954,0.88098973,0.8157791,0.8441972,0.893125,0.89195603,0.8988979,0.8597068,0.8139479,0.81277823,0.8814081,0.8807496,0.91049135,0.88895327,0.8155889,0.850505,0.8617072,0.7820633,1.0000138,0.769788,0.7905058,0.88376546,0.86550575,0.84123737,0.78612053,0.8791725,0.85898364,0.8929162,0.89491045,0.8044343,0.89436924,0.8753318,0.86603886,0.8100692,0.8228634,0.78338313,0.884105,0.9001851,0.877642,0.90958416,0.8800152,0.74814534,0.83307946,0.9103495,0.8840068,0.8610429,0.9028809,0.9099474,0.8447712,0.8456039
Golden_by_Elysewood,0.76907384,0.77157557,0.7678851,0.7791296,0.77124476,0.7784352,0.7920102,0.7769133,0.77064544,0.7645065,0.77783245,0.7706028,0.7751694,0.7751887,0.77927756,0.7727723,0.7675579,0.7724324,0.77448964,0.7689064,0.78614235,0.78272516,0.7720347,0.7736825,0.76806873,0.7664705,0.7755494,0.7727734,0.7676933,0.7665254,0.7695357,0.77321976,0.77791977,0.7719138,0.77620715,0.7766932,0.7778324,0.76259434,0.7705508,0.77437663,0.77340376,0.7763727,0.7796768,0.7722108,0.76621825,0.7734722,0.7694734,0.7689929,0.7753058,0.77599275,0.77000695,0.7801306,0.761917,0.76862484,0.7682737,0.76157206,0.778453,0.7681143,0.77530986,0.7686736,0.77193165,0.7718428,0.7716754,0.7716393,0.7685286,0.78972876,0.7633324,0.7740395,0.757504,0.77777857,0.7675661,0.7761151,0.7706046,0.7616893,0.77285933,0.76735735,0.7765671,0.7806541,0.7726058,0.77778965,0.76682544,0.76742864,0.7712382,0.7657459,0.7664252,0.77131164,0.77512896,0.7726936,0.76883787,0.76781255,0.79160166,0.7697476,0.7789303,0.7761087,0.77823555,0.7659495,0.7614249,0.77176833,0.7663351,0.7734872,0.765615,0.7692766,0.77512133,0.7704474,0.76980203,0.7675668,0.7672226,0.7693068,0.7725399,0.76867855,0.7835272,0.7657012,0.769788,0.99999607,0.7740567,0.7756697,0.7671007,0.76921535,0.78026944,0.773933,0.7772827,0.77639866,0.78099906,0.76715475,0.77222604,0.7722341,0.78124595,0.7778974,0.7794746,0.76706225,0.77790093,0.7655123,0.7605885,0.7702245,0.76861185,0.7712802,0.7706175,0.7689734,0.77776575,0.76955,0.7663266,0.7686049,0.7632836,0.7644968
Golden_Light_by_STRFKR,0.796094,0.7927681,0.7876042,0.7973908,0.798233,0.80119914,0.7899088,0.7964075,0.7931904,0.7927062,0.7906496,0.7995796,0.79322547,0.7740916,0.77308345,0.7924532,0.7878494,0.79366565,0.80229485,0.7940738,0.8047155,0.80606914,0.8008541,0.7938384,0.7902382,0.79260075,0.7946715,0.7916823,0.78790975,0.79656893,0.7978991,0.7930232,0.8061646,0.7916468,0.76892203,0.79522604,0.79065025,0.792757,0.79055,0.80182445,0.8005866,0.7995169,0.80106425,0.793558,0.7937424,0.79214525,0.7894801,0.78973967,0.8026192,0.79756624,0.78950626,0.8053128,0.7897234,0.792277,0.78628445,0.78434116,0.8015336,0.79466194,0.79500383,0.7932164,0.8007495,0.79797727,0.7953787,0.79215384,0.7980379,0.79208654,0.7883763,0.7991066,0.78101104,0.79059964,0.7908461,0.80173445,0.79387856,0.7922226,0.7914789,0.78935903,0.796347,0.8032491,0.79836226,0.79060936,0.78948075,0.7871385,0.7897925,0.7943665,0.7864058,0.7988477,0.80000067,0.7998976,0.7987884,0.7928848,0.79240716,0.79136056,0.806239,0.79402345,0.76885945,0.78868806,0.7900562,0.79949373,0.79023886,0.7956151,0.78820884,0.7941641,0.80356073,0.8001329,0.79387367,0.7897762,0.7887776,0.7903746,0.80025375,0.7968938,0.80516684,0.7874726,0.7905058,0.7740567,0.99999785,0.7950659,0.7908007,0.79944766,0.79514,0.7966445,0.8005562,0.79674566,0.8011155,0.7952371,0.7938939,0.79379153,0.80402094,0.8053918,0.8041616,0.7901172,0.79071444,0.788719,0.78343594,0.79055333,0.7918624,0.76213896,0.7978579,0.7906082,0.79058695,0.7958414,0.78450227,0.7897665,0.79191136,0.79284346
good_4_u_by_Olivia_Rodrigo,0.8597877,0.8818619,0.8788301,0.79460466,0.86003697,0.8604266,0.801905,0.8889277,0.88973826,0.8519045,0.87859076,0.82954633,0.8854003,0.77020556,0.7710858,0.8838145,0.8876844,0.8868052,0.851972,0.86710733,0.80487317,0.8572369,0.8334345,0.8860436,0.88342875,0.8560753,0.887779,0.8826153,0.87902844,0.83214945,0.8511574,0.8880235,0.8489885,0.88369375,0.7712004,0.88665277,0.87859493,0.85221463,0.8829407,0.823299,0.8542605,0.87756133,0.80258876,0.8905039,0.865697,0.8860063,0.8807065,0.8874423,0.8425523,0.88251364,0.8882612,0.85439634,0.8527004,0.88784075,0.7798949,0.87856615,0.8796903,0.8182322,0.88710266,0.8739836,0.8409763,0.815244,0.86510277,0.88464946,0.8518017,0.8235642,0.87684256,0.86956203,0.8803371,0.87855685,0.88319814,0.81495863,0.8734074,0.8276243,0.88457006,0.8817254,0.88621366,0.8047841,0.86417437,0.8785623,0.88210124,0.88313735,0.8813475,0.8573723,0.8808496,0.84632564,0.86138797,0.8104632,0.83978444,0.8847768,0.79019916,0.88712704,0.826397,0.79139084,0.7668185,0.8864579,0.8176275,0.8568246,0.88612866,0.8906987,0.8850309,0.8647196,0.8212756,0.8181246,0.88768536,0.8827292,0.88177633,0.88829017,0.8195429,0.8550792,0.86978155,0.79071313,0.88376546,0.7756697,0.7950659,1.0000092,0.8708957,0.8468628,0.79120684,0.8870337,0.86564255,0.89082444,0.89344215,0.8112507,0.88743675,0.8809761,0.8739375,0.8169713,0.83174765,0.7880689,0.8786412,0.88329065,0.8842398,0.881725,0.8855306,0.754791,0.8378953,0.8827764,0.87854505,0.86957496,0.87622225,0.8845844,0.8503154,0.85700107
Good_Gone_Bad_by_Piper_Madison,0.862073,0.8729772,0.85891086,0.78598046,0.86094034,0.85328686,0.78691405,0.8698119,0.868835,0.85291547,0.84523886,0.8282702,0.861744,0.7627046,0.75807476,0.8641137,0.86817735,0.8680522,0.8503624,0.8688418,0.7949874,0.8492268,0.8305615,0.8666395,0.8644172,0.8606881,0.8655588,0.8645259,0.8562517,0.83015203,0.854703,0.86605394,0.8449593,0.86421895,0.76181704,0.86718965,0.8452413,0.8499747,0.8636063,0.8184583,0.8524716,0.874868,0.7988618,0.8726016,0.8675721,0.8650023,0.86113226,0.86761963,0.83854145,0.87663305,0.8705324,0.84694785,0.854309,0.86931694,0.77224827,0.8593329,0.87712353,0.81496304,0.8649975,0.8752187,0.84163135,0.8068101,0.8619016,0.8670978,0.85382366,0.80120695,0.8715135,0.8711935,0.863851,0.84519976,0.87233233,0.8123051,0.87294966,0.8275903,0.8633002,0.86136246,0.8640612,0.79862326,0.8594284,0.84520525,0.86537665,0.86088604,0.8596673,0.8601043,0.86027807,0.84711826,0.8592498,0.81068885,0.8400747,0.8713805,0.77659744,0.865385,0.8194507,0.7823976,0.75406015,0.870815,0.8146809,0.85169727,0.8688371,0.86971706,0.86355305,0.86645854,0.8116068,0.8160422,0.87357926,0.8716843,0.862529,0.86853456,0.8192444,0.8565892,0.8668396,0.7833113,0.86550575,0.7671007,0.7908007,0.8708957,1.0000067,0.84691954,0.78011584,0.8756714,0.8585911,0.87475616,0.8699019,0.8088625,0.86931604,0.8739653,0.87239754,0.815053,0.8267863,0.7827222,0.84529483,0.8657849,0.86648905,0.86362183,0.8713678,0.7438914,0.83356166,0.86447257,0.8451855,0.86529684,0.8581607,0.8649783,0.8493159,0.8529133
Good_Life_by_Sammy_Rae_&_The_Friends,0.85150546,0.8457258,0.8378939,0.7949567,0.8539788,0.8540834,0.7944124,0.8460545,0.8447649,0.84961104,0.82908934,0.83654314,0.8415518,0.7695212,0.76536536,0.8424827,0.8430744,0.844742,0.85737574,0.8499139,0.8012451,0.85276264,0.8393591,0.8447562,0.8402602,0.8496616,0.8429221,0.84294176,0.8362952,0.8354181,0.8533515,0.8435014,0.852663,0.8421116,0.76526946,0.84668386,0.82909113,0.8498632,0.8410502,0.82593757,0.8553907,0.851358,0.8008539,0.8481745,0.84763724,0.8414969,0.83831924,0.8441717,0.84162766,0.8497666,0.84497815,0.85126674,0.8474297,0.84455633,0.77899945,0.836418,0.85155606,0.8193963,0.8430769,0.84632504,0.84472543,0.8145484,0.85046554,0.84312695,0.8513108,0.80426806,0.84293675,0.8544783,0.83545166,0.8290455,0.8457012,0.81970453,0.8459462,0.83665687,0.8413604,0.8402627,0.84250396,0.807024,0.8513191,0.8290542,0.839687,0.8377681,0.8383814,0.85115504,0.8376504,0.8565484,0.85161716,0.8174461,0.8466824,0.84442675,0.7850965,0.84128255,0.8266605,0.7874502,0.7631016,0.84356964,0.82284856,0.85336554,0.84314,0.84685194,0.8401553,0.85002166,0.8203802,0.8243573,0.8471746,0.845622,0.8394148,0.84247476,0.8250571,0.85196805,0.8566803,0.7869614,0.84123737,0.76921535,0.79944766,0.8468628,0.84691954,1.0000043,0.7870729,0.8504188,0.8524438,0.8500769,0.8494688,0.81573206,0.8452965,0.84695035,0.8559264,0.82478946,0.8347809,0.7897049,0.82914734,0.84069735,0.83985466,0.841609,0.8468424,0.7519693,0.82869816,0.8419248,0.82903445,0.8510708,0.8357754,0.8410439,0.84860593,0.8483348
Great_Vacation_by_Dirt_Poor_Robins,0.78358066,0.7856379,0.78351754,0.8013799,0.7855789,0.79248965,0.79830956,0.79195553,0.78881896,0.7797374,0.7951568,0.78693324,0.7916604,0.78104854,0.7810358,0.7886549,0.7830728,0.79177034,0.7904862,0.78297234,0.80775154,0.7981173,0.78787315,0.7895278,0.7847177,0.77936184,0.7899854,0.78967714,0.78390974,0.7871763,0.78514063,0.79199517,0.7938026,0.7890975,0.7747499,0.7935027,0.79515827,0.7788528,0.7869238,0.79165745,0.7873084,0.7898463,0.7989258,0.7895244,0.77911234,0.78777575,0.7861618,0.785957,0.79226774,0.7893341,0.7846421,0.79523695,0.77503353,0.7864944,0.79347736,0.7795074,0.79165834,0.79024434,0.79136914,0.7804556,0.78683954,0.79334706,0.78492445,0.7873639,0.78146607,0.7992125,0.77695584,0.7875741,0.7740611,0.79510784,0.7833677,0.7940421,0.7845478,0.7784142,0.7882203,0.7848058,0.79283947,0.8020092,0.7877798,0.7951171,0.7821437,0.7843567,0.78743523,0.77855295,0.7819393,0.7860784,0.7877135,0.7912359,0.7834461,0.783066,0.8018225,0.78653866,0.7960592,0.7993365,0.7808334,0.7803573,0.7801316,0.78828895,0.78428024,0.7914468,0.78198326,0.7836791,0.79544646,0.7897797,0.785561,0.7836538,0.7841484,0.782937,0.78819716,0.7840613,0.7951323,0.7883448,0.78612053,0.78026944,0.79514,0.79120684,0.78011584,0.7870729,0.99999213,0.78786564,0.7916793,0.7910938,0.79757977,0.7850475,0.7876948,0.7858385,0.7949088,0.79901695,0.79524297,0.7913239,0.795221,0.78330165,0.7753389,0.7867115,0.78362685,0.7722396,0.7901563,0.78546596,0.7950952,0.78473324,0.78168947,0.7850089,0.77874047,0.78036547
Green_(Secret_Songbook_Sessions)_by_Ivory_Layne,0.86413133,0.87961376,0.8724909,0.79081535,0.864342,0.85892916,0.7927314,0.8834465,0.8850618,0.8551125,0.85430497,0.83164,0.8761065,0.7709437,0.765177,0.8783267,0.8834999,0.8817717,0.85399187,0.87109935,0.802607,0.85283643,0.83506846,0.88200235,0.8781529,0.8595933,0.88051283,0.87770396,0.8708833,0.83183986,0.8541298,0.8808429,0.84948796,0.8773579,0.76752996,0.882473,0.8543084,0.8516417,0.87721336,0.8235053,0.8543663,0.87865335,0.80306524,0.8875827,0.8703887,0.8785671,0.87477154,0.88343424,0.8398601,0.88480425,0.8860755,0.8508417,0.85541475,0.8847191,0.77581936,0.87410676,0.8804151,0.81900275,0.8796972,0.87924653,0.84377015,0.8141174,0.8636518,0.8819338,0.8556646,0.80885744,0.8800045,0.8722698,0.88024586,0.8542683,0.8857647,0.81727386,0.87519,0.8278586,0.87705916,0.8748108,0.8778795,0.80313706,0.860284,0.8542739,0.8794051,0.8741566,0.87216127,0.85997415,0.8738202,0.8486715,0.86189234,0.81456894,0.84236103,0.8870092,0.7825765,0.8807343,0.8239896,0.7891079,0.7608902,0.8864738,0.8200642,0.8540848,0.8834151,0.88522613,0.87898934,0.8671845,0.8159568,0.8197916,0.8889631,0.8859761,0.8762913,0.88274324,0.82285994,0.85969526,0.87139213,0.78978205,0.8791725,0.773933,0.7966445,0.8870337,0.8756714,0.8504188,0.78786564,1.0000104,0.8626491,0.8908497,0.8844098,0.81289995,0.88464946,0.8814367,0.87560797,0.8189311,0.8302076,0.7878897,0.8543588,0.88061863,0.88175935,0.8761407,0.8884412,0.7519266,0.8389025,0.8781603,0.8542551,0.8704214,0.8709914,0.87909204,0.850171,0.85492426
Green_Grass_by_Ellie_Dixon,0.862159,0.8633811,0.8565262,0.7987962,0.86212295,0.8595956,0.8085979,0.8636442,0.8637367,0.8557831,0.8692184,0.8346744,0.86279696,0.77376753,0.77362263,0.85985523,0.8582746,0.86279154,0.8571792,0.86133754,0.8066197,0.862895,0.83865523,0.86182255,0.8594529,0.859385,0.86463445,0.86004966,0.85703236,0.83683085,0.8604406,0.86459255,0.8538377,0.86047405,0.77450997,0.86512446,0.86922294,0.856176,0.858845,0.8256077,0.85856235,0.8653069,0.80615294,0.86348784,0.858617,0.8620867,0.85789174,0.8613096,0.84366214,0.86487913,0.8620539,0.8551769,0.855484,0.8610181,0.79086715,0.8530644,0.8669559,0.82503253,0.8628214,0.85912913,0.8450644,0.8178714,0.8625728,0.8610138,0.8569217,0.8229912,0.8561151,0.8649846,0.8521826,0.8691832,0.85894376,0.82050383,0.8617387,0.8360324,0.8625805,0.8564507,0.862662,0.8102093,0.86318177,0.8691878,0.8574819,0.8567302,0.8599135,0.8593481,0.85653484,0.8512932,0.86481893,0.8174646,0.84510833,0.8606747,0.7927277,0.8612211,0.83206725,0.79327285,0.77191615,0.8581636,0.822728,0.8588532,0.86113757,0.8662862,0.85952616,0.86022645,0.82182,0.8219826,0.8608961,0.85952145,0.8567431,0.86078817,0.8245358,0.8561655,0.8664685,0.79188454,0.85898364,0.7772827,0.8005562,0.86564255,0.8585911,0.8524438,0.7916793,0.8626491,1.0000075,0.8649282,0.86979884,0.8153441,0.8624207,0.8630901,0.8682277,0.82384455,0.8365075,0.7925235,0.86927074,0.8579444,0.85270077,0.8580958,0.859556,0.7614891,0.83163244,0.85844165,0.869171,0.8611563,0.8560001,0.85959953,0.8566327,0.8606724
Grey_Morning_by_FOXTRAX,0.8628007,0.8796819,0.8839825,0.793535,0.863929,0.86244535,0.7932824,0.895037,0.89488184,0.8541102,0.86686295,0.8317382,0.8857626,0.772006,0.7658435,0.8909396,0.8894794,0.8936436,0.8541073,0.8702494,0.80387664,0.852678,0.8344376,0.8949401,0.8897701,0.8611664,0.890779,0.8914132,0.88107204,0.8351964,0.855848,0.89286464,0.8512303,0.8899915,0.77018243,0.89434123,0.8668658,0.85344446,0.8898839,0.82301944,0.85512096,0.87854034,0.80381304,0.8982579,0.8696772,0.89035857,0.8857025,0.89437747,0.8408318,0.88406885,0.8962619,0.85111153,0.8553393,0.89658046,0.7776195,0.8866823,0.8793463,0.8195721,0.89039624,0.8787126,0.84398013,0.81741625,0.8638474,0.8921996,0.8551868,0.81527513,0.87941825,0.8715233,0.8900455,0.86682683,0.8854544,0.81703764,0.8750932,0.8278465,0.89063776,0.8879943,0.8893295,0.80616325,0.8604471,0.86683285,0.89177185,0.88626665,0.8840642,0.85908604,0.8855942,0.8486607,0.8614034,0.8144243,0.8415229,0.88872623,0.78577137,0.8918351,0.82593936,0.7921261,0.76742405,0.89053017,0.82314295,0.8541607,0.8946532,0.89562577,0.8907986,0.8684523,0.8180625,0.8207794,0.8893436,0.88625175,0.89003325,0.8930211,0.82199895,0.85879636,0.8705937,0.7918496,0.8929162,0.77639866,0.79674566,0.89082444,0.87475616,0.8500769,0.7910938,0.8908497,0.8649282,1.0000116,0.89577675,0.8133467,0.897383,0.88339156,0.8753404,0.8203567,0.8322651,0.7901934,0.866915,0.8920873,0.88783187,0.88950837,0.89030266,0.755427,0.84174484,0.8901265,0.8668139,0.86982244,0.8829397,0.89191425,0.8517717,0.8546081
Groundhog_Day_by_Em_Beihold,0.8586369,0.8798388,0.89353085,0.8000575,0.8616307,0.86176556,0.8089348,0.89942765,0.8990862,0.8503778,0.8951018,0.831311,0.8989316,0.7747826,0.7765158,0.8960437,0.8871468,0.8970233,0.85402507,0.8672332,0.80789787,0.8619038,0.8357857,0.8962407,0.894609,0.8572203,0.8983584,0.8965548,0.8927999,0.8357552,0.85347974,0.8974052,0.8522361,0.897625,0.77858955,0.8998172,0.8951067,0.8522787,0.8941999,0.8255195,0.8556042,0.87723845,0.80872595,0.8950145,0.8657948,0.8982663,0.8951743,0.8969791,0.843529,0.8833205,0.89065665,0.85462826,0.85209095,0.89653325,0.787202,0.88924015,0.8792442,0.82258445,0.89796764,0.87214816,0.839656,0.8207432,0.86351365,0.89614433,0.85304344,0.8319532,0.8744351,0.87083083,0.88612443,0.8950713,0.8824286,0.81884354,0.873949,0.8322153,0.8951011,0.89331394,0.8982538,0.8116036,0.86230505,0.89507484,0.8932559,0.89468336,0.8958456,0.8577838,0.8927214,0.847008,0.8631979,0.8149593,0.8416364,0.8859618,0.7951076,0.895867,0.8317149,0.79700243,0.78094184,0.88640285,0.8212623,0.85606474,0.8956835,0.9002983,0.89508545,0.8657633,0.82620597,0.82225394,0.8860161,0.88236195,0.8930295,0.89653933,0.82287604,0.8550576,0.87195057,0.79412913,0.89491045,0.78099906,0.8011155,0.89344215,0.8699019,0.8494688,0.79757977,0.8844098,0.86979884,0.89577675,1.000011,0.81270206,0.897027,0.8810533,0.8748988,0.82137346,0.8352409,0.79289263,0.89515,0.89316374,0.88429046,0.89621985,0.8837275,0.76292896,0.8384765,0.8953199,0.8950603,0.86776614,0.8915959,0.89499825,0.8510364,0.856011
Grow_Up_and_Blow_Away_by_Metric,0.81359607,0.80871785,0.80215085,0.79454297,0.81671244,0.8173721,0.78481215,0.8090161,0.8074951,0.81161314,0.7997802,0.82061374,0.80598944,0.76741105,0.76393837,0.8065591,0.8047401,0.8091797,0.8200186,0.81285393,0.8002282,0.82049125,0.82145154,0.8076612,0.80307364,0.8109038,0.8071827,0.8062441,0.801108,0.81782,0.8165811,0.80769044,0.8225211,0.8060171,0.7623539,0.80983436,0.79978114,0.81117284,0.80472404,0.8244687,0.8170764,0.814776,0.8001358,0.8103092,0.8104974,0.8060633,0.80369663,0.8054004,0.8209786,0.8141345,0.8072865,0.821689,0.8079788,0.80686104,0.7804069,0.7994054,0.81542903,0.81102157,0.80779594,0.80976933,0.81935054,0.8138747,0.8123024,0.806855,0.8155069,0.7931571,0.8071711,0.81584996,0.7980823,0.79973143,0.8075148,0.8182473,0.81070036,0.8112559,0.80559,0.8033354,0.80824935,0.80817056,0.8138101,0.7997408,0.8040504,0.8019986,0.8023264,0.8117496,0.8011392,0.81718755,0.81595737,0.8205963,0.8170482,0.8082633,0.7856928,0.8040401,0.82186806,0.7863572,0.7594133,0.8057214,0.81509787,0.81609493,0.8060524,0.80945706,0.80115265,0.81246793,0.8188969,0.82209265,0.8094186,0.8085196,0.80270386,0.80521774,0.8217813,0.81602734,0.820575,0.79212964,0.8044343,0.76715475,0.7952371,0.8112507,0.8088625,0.81573206,0.7850475,0.81289995,0.8153441,0.8133467,0.81270206,0.99999446,0.8084022,0.81119937,0.8209722,0.8266144,0.8246485,0.79004645,0.7998439,0.8030174,0.7999993,0.8050662,0.8090265,0.75558865,0.8200248,0.80544555,0.79971874,0.8124737,0.8010684,0.8038736,0.81086993,0.80924666
